@relation '6HumanCoded Dataset. Positive and negative scores correspond to the average judgement of at least 3 annotators. More info at: http://sentistrength.wlv.ac.uk/ '

@attribute content string
@attribute pos numeric
@attribute neg numeric

@data
'Spotted backstage: #TED staffers sneaking in to watch The LXD rehearse. A-ma-zing.',1,1
'RT @Ashtaad: @darnoff Hard Rock? RIP Anna Nicole! #freeweezy Get Money  Son! Made a hundo  goin to see fv n the 4seasons live #freeweezy',1,1
'RT @rmccue: My school has an SQL injection bug in their site. Gotta love being a better programmer than the professionals.',2,1
'yawl remember when bobby valentino came out? slow down was the summer jammmmmmmmm',1,1
'i love usher 2! RT @bianca4life: i love Usher like @Jazzylamby love Bow Weezy! so damn serious i\'ve been playin his ish ova and ova all day!',4,1
'@mckeay First aid isn\'t possible - you need a fresh start - reanimating a corpse is not first aid.',1,2
'WFH until my delivery appears today  then off to Glamourville',1,1
'I hate Lloyds Bank. They want me to phone them up everytime I want to do something. I fact I hate banks in general.',1,3
'RT @RevRunWisdom: Dbl check who ur hangin with:: Many ppl think they\'re wise   because they\'re hanging with idiots (who u wit?)',1,2
'RT @Idothat2: Are You OK? I\'M CRYING MY EYES OUT DO I LOOK F-ING OK!?! #idothat2',1,5
'Interesting! RT @Etsy: Free is not a Marketing Tool http://bit.ly/aUknth interesting post on Make and Meaning',1,1
'Pretty dope funk thing by my boy @arch_typ => Hands to Hats: http://lnk.ms/5tzdM',2,1
'Your relationships are likely to be more satisfying now as lov... More for Pisces http://twittascope.com/twittascope/?sign=12',2,1
'RT @GrownFolksMusic: Sade To Take No. 1 On Billboard 200 Next Week http://bit.ly/bJoKPX #welcomeback #sade #gfm (via @billboard)',1,1
'The possibility of exploring new territory or enrolling in an ... More for Cancer http://twittascope.com/twittascope/?sign=4',1,1
'RT @AbonThoughts: Fist pumping my small Asian ass off at Bogies with Pauly D! The ladies call me The Predicament. Holla at cha boy Snooki!!!',2,1
'Pizza Hut Looks to Start a Pick Up Line Meme on #Twitter http://goo.gl/fb/CPL5 Mashable.com #marketing #pizzahut',1,1
'Breaking news : British fashion designer McQueen found dead at 40 (AP): AP - His runway shows were often like perf... http://bit.ly/bWSSop',1,2
'I sound higher pitched in my head.',1,1
'has created a group on FOF for the CO-OPing part of Fans Of Film Channel that will offer the 100\% model http://bit.ly/cXLL0L',1,1
'Dosage requirements for black seeds (nigella sativa) http://bit.ly/dn9i9b #nigellaSativa',1,1
'@lingchung She picks such great songs to cover too. Her Death Cab cover has me melting right now. I need to learn to play the guitar.',2,1
'@stephiebutton @theesweetestsin i say even if u cant sleep over  you should totally hang out =] or sleepover then go to work from there! =]',2,2
'Me & @Saflower got a 500 piece puzzle to put together. Yes  that\'s how boring we are. BUT it is quite pretty and I can\'t wait til it\'s done!',2,2
'@XmeganXOXO Yes  met them all at Gridlock and for 3 days at NAMM. All of them are very nice and love their fans. The acoustic set- amazing!',3,1
'RT @Do_Over: RT @blacknbling @do_over the Do Lover on Valentines Day?!! Can I get a HELL YEAH  people!!!?!!! #pumped',3,1
'Waiting for the 00 to come up and give a push  11th after 21',1,1
'Bouta leave tysons and head to my herndon salon and get my nails toes wax did hayyyyyyyy =)',3,1
'RT @AskAaronLee: #Twitter Success = sharing  caring  listening  retweeting  humor & being yourself! via @Iconic88',1,1
'listening to Face Tomorrow - Darkside ? http://blip.fm/~ks93n',1,1
'the snow keeps falling here. I will have to shovel again soon .. http://tweetphoto.com/11026757',1,2
'Kenya: Kenyans  Business  Health  Jobs  Life  Travel  Town  Nairobi  People http://rt.nu/l-817h via http://retweet.com',1,1
'@feltique Its a very sad loss especially to the fashion industry',1,3
'@thatgirlizfancy http://tinychat.com/ayobitch fuck yo room drizzy..errybody thats in there come joint us = ]',2,3
'Thanks for nothing Mr. President: To the Editor:',1,2
'Video: luckyshirt: I?m a huge fan of movie scores. Big  dramatic  heart wrenching soundtracks. Thanks for... http://tumblr.com/xvf6c6763',3,1
'@shannonelizab http://twitpic.com/12m5z6 - hurry LobsterJustin...hurry and leave a comment like you do on every other one of Shannon\'s pics.',1,1
'http://www.formspring.me/jasminlacinta You got it.. ask me anything',1,1
'off to a wack place i call school.',1,2
'#WhatsWorseThan dog shit on yo shoe and u track it in yo house',1,2
'RIP Alexander McQueen. I can\'t believe this. :(',1,3
'I favorited a YouTube video -- 12 A Historia de Lilly Braun http://youtu.be/04l5q-sT0Jo?a',1,1
'The \'Miss Me Yet?\' billboard. My answer would be absolutely not. http://ow.ly/16oVf',1,3
'New blog post Sylvania 68846 H44GS-100/MDSKSP Mercury Vapor Black Light here: http://ping.fm/njW7O',1,1
'i\'m going to buy vanity fair because the maine\'s in it. i\'m lame.',2,2
'If he ever sees that I blipped it; He\'ll know! But  it applies to me too! ? http://blip.fm/~krhnh',1,2
'Porsche 911 GT3 RS Hybrid http://bit.ly/ctJypB (via @joshuabaer) // me likey. but  they need to pick up the pace on production cars.',2,1
'@BossCampbell Just drink a bottle of bleach and stop bothering people.',1,3
'Kevin Falness checks in for the Minnesota Wild Post-Post-game show on WCCO!',1,1
'Breaking the news to my students that most of them suck at writing. Today\'s going to be a good day.',2,2
'RT @MONALISALUV #petpeeve the belief that material possessions make you better than the next person.',1,2
'I\'ve had culture shock all my life. Good times.',2,2
'Let the rain fall down :S',1,1
'RT @footymad: Man. Utd.: Giggs elbow concern for United http://bit.ly/aiv9h1',1,2
'Watch Samson & Delihja (stop motion i made today!) on Vimeo! http://vimeo.com/9374223',2,1
'like how you guys think that my thesis topic is boring. i mean  i already know it is. no need to keep telling me repeatedly.',1,3
'@mikerlawson lol no you did not and..... why does that not surprise me?',2,2
'Lmaoooo  anyways  G\'morning my tweets; hope your day will be as wonderful as mine!',4,1
'The Story of my Life:) http://ow.ly/i/tJs #MNIG',2,1
'I posted 10 photos on Facebook in the album Triathlon/Duathlon/VTT/Trail http://fb.me/5l8UrSF',1,1
'Design your own shirts  caps  mugs and more.',1,1
'Apple : Tech Today: Google Jolts Telecom Rivals; Apple Is in TV-Pric - http://www.askbiography.com/bio/Apple.html',1,2
'Desperate bid to catch flight lands father and son in custody: A desperate bid to catch a? http://goo.gl/fb/JlGe',1,3
'RT @MoneAlicia: @IAMSEANO Jealous....I need to be having breakfast with u. << All gone :)',1,3
'RT @ClassicRockMag: Dio cancer latest: http://bit.ly/aa3gVW',1,1
'@Theo_Chipmunk *nods and finishs them the pulls out a cookie* mmm',2,1
'@CoolKid__Sam Yeeea...scuzzin bluzzin im in the cribberzzz  my fault for not seein yur tweet  dylan online rite now.',1,2
'Game review: Magic (36-17 ) 107  Bulls (25-26) 87: Chicago  activity their 4th mettlesome in 5 nights  and withou... http://bit.ly/a3oIEQ',1,1
'@solarfund That\'s so sad! RIP Walt Ratterman.....my heartfelt sympathy to his family  friends and colleagues.',1,3
'@warls The Theme is here : http://bit.ly/49ahfO',1,1
'Jack Nicklaus  Gary Player  Arnold Palmer  Lee Trevino and Greg Norman have more than a couple things...http://ChrisAndDick.wordpress.com',1,1
'@MissKahla i was playing with you :( so where do you want to go',1,2
'Kasian bgt lu gab:(ckck RT @EsterCarolinaLo: Wah mampus lu Gab! Hahahahahaha RT @KevinnLimm: Becaus he\'s a gay  (cont) http://tl.gd/8di1v',2,2
'@Peyton_Michelle ah righttt. they\'re good then  yeah? I\'ve not heard of them. ..you should recommend some songs for me to download. :)',2,2
'bad weather on holiday X( X( have nothing but to sleep in a warm room with a comfortable bad..',2,3
'thinkin i should wash my hair before i get it done tomorrow... decisions decisions... hmmm',1,2
'starting to really love When I Look At You by Miley. It\'s a really sweet song.',3,1
'Cholesterol Linked to Alzheimer?s: Article In NY Times. Bios Life Slim for natural cholesterol reduction http://budurl.com/n4y4',1,1
'@LizzyNY Hi Lizzy. I know you guys really got a lot of snow. They closed our New York office yesterday at 11:30',1,2
'i currently have a gay man with an english accent fixing my washing machine. this is awesome.',3,1
chels303,1,1
'Charlie Wilson  US politician who secretly funded CIA in Afghanistan  dies http://tumblr.com/xpq6cev4y',1,2
'All of a sudden I feel incredibly lonely...I blame the cold weather and hormones...and V-day...damnit  where are my pills?',1,4
'@Teylore im recording these songs tryna finish up my mixtape',1,1
'RT @colingilchrist: Alexander McQueen  the rumours are true. Poor boy RIP.',1,2
':| I can\'t wait to move out  just so I can decorate and have a decent looking  tidy  clean house/flat  instead of this shithole.',2,3
'@DMBarlow Ha - no not yet. But I will! :)',2,2
'Taking time off line to pray for friends  mentors and partners in ministry. Challenging times  need to focus and take faith steps',2,2
'@Krystalala I think this reply is going to be even longer than our last.',1,1
'RT @Tiana2Hot: #petpeeve ppl being over-affectionate in front of me..its not me hating it just makes me sick!..Ex:no I luv u snookie bear..ooh yes I do',1,3
'Tomorrow my husband is coming to visit. And enjoy our 2 year anniversary.',2,1
'RT @stephiexL: lmao night twiggas & tweeties. *> twiggas and twitches sounds better lol B)',1,1
'RT @MyTrainerBob: I\'m trying to get people to try a yoga workout for those of you that have never it. It\'s a great stress reliever and awesome workout..xo',3,1
'Hmm...I need to ask Joe who his groomsmen and best man are. And we need to decide on a date. And our honeymoon. Meh.',1,2
'Euro MPs block data deal with US: The European Parliament has blocked a key agreement that allows US ... http://bit.ly/99a2fO #BreakingNews',1,1
'New blog post NewAppIdea.com Website Podcast Review | Bring Your App Idea To Market! here: http://ping.fm/myOxt',1,1
'@pocketkip Hahahaha! If you wanted to be extra bitchy  you could\'ve streamed it via UStream!',1,3
'from 11pm tonight  it\'s Rubbermench with Andy Wilson  an Indie Rock and Pop EXPLOSION! in O2 ABC2  Drinks from ?1!!!! http://bit.ly/cbTrrE',1,1
'@CassieGallant hello im jennas bet friend she told me to add you because ur rly cool',3,1
'Directory Of Ezines.: Earn $90 Per Sale! Ezine Advertising Is Hot And Proven Effective! Now In Our 10th Year  Char... http://bit.ly/c959Zr',2,1
'Bill: Dorian Gray (por Fucker Berrouz) http://bit.ly/cq7i63',1,2
'I got dat fastRT @GwopBoyStich RT ?Noly opelep atht anc ucfk ylrael gdoo cna erad wtah thsi gesmeas syas(only forward if u figure it out)!',3,1
'MpixPro is giving away a metal mural! I just entered and you should too! http://bit.ly/cQ0P8n (via @mpixpro)',1,1
'Tbh I\'m rarther pissed off  just wana get out my house!!',1,3
'http://bit.ly/dD1SWw It\'s me! 300 years ago.. (at 0.47 and 1.40 min. shocking blue amazing hotpants! ;-P)',4,1
'@Bolanile I just lost my voice watching this game.',1,2
'I\'m only watching Silent Witness until whatserface gets it on with the fit paramedic.',2,2
'I subscribed to nickyromerotv\'s channel on YouTube http://www.youtube.com/user/nickyromerotv?feature=autoshare_twitter',1,1
'Morning :-) time to get up and ready :-(',2,2
'Kudos and Kindness: Officer saves dog from coyotes http://bit.ly/apNf50',2,1
'This weekend: see the end of the world  rock out or swoon Back Talk East Dallas http://bit.ly/cfDDAP via http://outside.in/75223',2,1
'Am listening to this romantic song by Asher Book called Try and smile to my self about how much I\'m hoping to have a date in Valentine\'s Day',2,1
'@peterstmartin I am sure I will find that too..... Good to see you Peter',2,1
'There is something about the sound of snow that enthralls me..like a feather hitting the ground...silence that encompasses...Yet..thunderous',3,1
'I don\'t know what it is',1,2
'@AIJR damn seen the twit pic of u wit the braids off what happend u stoped believing lol u told me to believe.....well welcome to the club',2,2
'@bugiaking - That\'s Because I can BEAT YOU .. MORE THAN SHAWN MICHAELS CAN ..',1,3
'@epistolary LOL. haha  that\'s hilarious. skyping with you sounds like it\'s bound to be amusing. XD',3,1
'#whatsworsethan walkin in late to class and havin to sit in the front when u the only negro in there',1,3
'so @JJVARANDAS says to me  no one here said u should see my vagina! but we were thinking it!!! I love me some Titi...',3,1
'I wanna snap ya neck and spit on you  u say who ARRE you WHO ARE YOOUU!!!',1,3
'#petpeeve when someone you \'befriended\' on the internet acts like they know you forreal. I never understood that whole thing.',1,2
'Q:do you like white girls? A:I appreciate all women  I prefer Darker skin though.... http://formspring.me/earllymac/q/151969908',2,2
'@xavierla that is a good q I never thought about before.',2,2
'?The four most important words in any marriage...I\'ll do the dishes. Instead just come to The Crown & Goose where we do the dishes!',2,1
'@justinbieber come to Brazil  will meet his Brazilian haha I can be! *-* i love u ?',3,1
http://dailybooth.com/itsnickybitch/3065214,1,1
'Bill Clinton Undergoes Heart Procedure: An adviser to Bill Clinton says the former president has had two',1,2
'@tova_s Oh yeah  I pass that sign quite frequently. Astonishingly  nothing has ever happened to me. Go figger. http://twitpic.com/12l2pq -',2,1
'@n_hirowa http://twitpic.com/12hgta - ????',1,1
'@BorrisInABox You can change the startup sound? How? I didn\'t think it was possible?',1,2
'@killer_360 i guess its cause you like Ross and Jeezy and hardcore shit thats why but feedback is feedback.',1,2
'To the idiot outside  we didn\'t make the snowman right outside our window for no reason. Thanks for killing my first snowman jackass! :(',1,3
'eh kok lo serius sih? gue kan bercanda nggiRT @gitalverina: terus gmn nih? RT... (read the rest of this at http://LongTweet.me/B9C)',1,1
'So john mayer said the n word. I said crack/honkie 46 times today. Is my penis racist I think not. I like wh girls to. @MARLONLWAYANS',1,3
'Please ReTweet (http://caltweet.com/3vl ) - @fidris and @IzzyTheCoolest Bday <-- RSVP HERE',1,1
'Bait is too 08 kita! Somethin new please! #noshade RT @MissKitaKatt: He the bait but his phone is shot the hell up!',1,2
'Find art retreats  painting  photography and other creative courses throughout Europe. Go to krazart! http://bit.ly/bjYrcy',2,1
'I used to sit around & draw pictures of dicks ! Dicks ? Like a man dick ?! Lmfaooo ! Superbad is my shxt ! Haha',3,1
'RT @MYLANisCOOL: @capitolroots banner is done! Check them out at www.capitolroots.com :D http://tweetphoto.com/11065450',1,1
'.find() with simple :join: Hello all  I about to pull my hair out. I have two models Activities and Activity_... http://bit.ly/aUTmVI',1,3
'@crissangel LOL i posted it here on twitter that Saints would win.. when you asked who would win ;) I didnt bet any money lol',2,2
'@MightySteed They get depressed. So I gotta cuddle them lots to help their low immunity.',2,2
