@relation 'Twitter Sentiment Analysis Sanders Dataset. More info at: http://sananalytics.com/lab/twitter-sentiment/'

@attribute content string
@attribute topic string
@attribute Class {positive,neutral,negative}

@data
'RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...',apple,neutral
'Like @apple da fuck is this shit?  http://t.co/nb4DHlSg',apple,negative
'iSteps @apple store bologna http://t.co/WjjBq7Ae',apple,neutral
'Incredible: 4 million iPhone 4Ss in 3 days. 135\% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s',apple,positive
'How I manage my businesses/life: @pivotaltracker @37signals @twitter @googleapps @apple @dropbox @wordpress @dreamhost THX',apple,neutral
'RT @CircusTK: I\'m wit chu!! ???????@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!???????',apple,negative
'Damn it @Apple!! Whatchu done to my phone??',apple,negative
'Samsung seeks iPhone 4S ban in Japan and AustraliaPatent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk',apple,negative
'Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h',apple,neutral
'iWish @apple would add an expandable memory slot.... I\'m sorta in need of one. http://t.co/LL4r5mU4',apple,negative
'@apple why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail',apple,negative
'@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??',apple,negative
'@apple the reservation system not working shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing',apple,negative
'Just realized Apple doesn\'t even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.',apple,neutral
'RT @RedDeerSteph: @Joelplane @apple I hear you! I\'ve had trouble with my 3 &amp; now 4. I\'ve even turned down brightness. #andshuttingdownrunningprograms #nohelp',apple,negative
'Save me from #HP\'s unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple',apple,positive
'@Joelplane @apple I hear you! I\'ve had trouble with my 3 &amp; now 4. I\'ve even turned down brightness. #andshuttingdownrunningprograms #nohelp',apple,negative
'Hey @Apple could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too.',apple,neutral
'RT @danysaadia: @ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?',apple,neutral
'Dear @Apple??????? If I make love to iCloud will ALL THE THINGS have my babies?',apple,neutral
'@albertmal88 remember @apple is evil. #icloud entering the #dropbox market',apple,negative
'POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball',apple,neutral
'POLL: http://t.co/9q2Er1w9 Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball',apple,neutral
'More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...',apple,neutral
'I know a few others having same issue RT @Joelplane: 9\% now on my second full charge of the day. Pissed @Apple',apple,negative
'My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple',apple,neutral
'9\% now on my second full charge of the day. Pissed @Apple',apple,negative
'Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it\'s working like a champ now',apple,positive
'My #iPhone4S battery is dying like crazy @Apple!!',apple,negative
'&quot;#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps&quot;',apple,neutral
'Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I\'ll miss it. But it\'s time. cc: @Apple -',apple,positive
'RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!',apple,negative
'I\'m wit chu!! ???????@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!???????',apple,negative
'you are so blessed. @apple',apple,positive
'Dear @apple why did my #Apple ID change to my colleagues\' when I charged on her Mac? Now can\'t download or update apps. #iPhone',apple,neutral
'ugh! @apple you????????re reservation page for the iPhone is NOT working.',apple,negative
'iTunes is @apple\'s worst product. Worse than the #Newton or the hockey puck mouse. It\'s utterly painful to use.',apple,negative
'De????r iCloud I HATE U  AND I HOPE YOU DIE  YOU ARE THE WORST FUCKING INVENTION IN THE WORLD  FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs',apple,negative
'i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple',apple,negative
'Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.',apple,negative
'You know you\'ve gone @Apple overboard when you misread a @Yelp review as &quot;iPad Thai.&quot; #fb',apple,neutral
'Goodbye @Evernote Welcome #NotesintheCloud thx @Apple',apple,neutral
'Will @Apple\'s Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther',apple,neutral
'But @att is &quot;working&quot; with @apple to make their iPhone say 4G RT @JFSikora: @TCPJ_Mickey I\'m so glad Apple is not slinging that crap.',apple,neutral
'started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls',apple,neutral
'oh.. my iphone is overcapacity huh?! -____-  @Apple won\'t let me be great!!!',apple,negative
'RememberiN wen @apple and @blackberry were just fruit#nostalgia',apple,neutral
'Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!',apple,negative
'#Siri now knows who my dad mom brother and girlfriend is.  Thanks @apple',apple,positive
'Well at least the @apple store has amazing call waiting music! #need4s',apple,positive
'@dyanna299 you mean like Muhaimin @apple.com?',apple,neutral
'#sweet... #apple replaced my glass #probono. thank you @apple',apple,positive
'The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...',apple,neutral
'One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...',apple,neutral
'Gee I can\'t imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh',apple,neutral
'Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv',apple,neutral
'Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad',apple,positive
'RT @fredbenenson: Hey @twitter and @apple this is pretty dumb. http://t.co/kubkPO0T',apple,neutral
'@apple u guys are gay',apple,negative
'got the new @apple update',apple,neutral
'A brick n mortar @Google store? Coming soon to London US next? Copying @Apple business model? http://t.co/l4VTHsv5',apple,neutral
'Hey @twitter and @apple this is pretty dumb. http://t.co/kubkPO0T',apple,neutral
'loving new technology from @apple iPhone 4s mac air and iCloud are unreal #technology',apple,positive
'If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?',apple,neutral
'@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy',apple,neutral
'@Apple why no Macbook mirroring onto AppleTV via #Airplay?',apple,neutral
'iSad flower arrangement at Wine &amp; Roses in New Milford NJ http://t.co/MUYA0AUp @apple @stevejobs #iphone',apple,neutral
'@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?',apple,neutral
'Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo',apple,negative
'@apple please bring back the old Siri app for us old school iPhone 3 users!',apple,neutral
'I\'m loving this new IOS5 update :) @apple',apple,positive
'none of my apps work after the new ios from @apple. what do i do?!?',apple,negative
'Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it they weren\'t kidding.',apple,neutral
'Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...',apple,positive
'Yeah there\'s no @apple twitter account.',apple,neutral
'Seemingly endless loop of calls to @apple @ups @verizonwireless to investigate my missing #iphone4s. #crankywithnophone',apple,negative
'POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...',apple,neutral
'POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...',apple,neutral
'It\'s beautiful isn\'t it? That\'s what all my photos turn into now... @apple http://t.co/5DxVVYxm',apple,positive
'@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?',apple,neutral
'Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1\% battery for the last 3 hours. I see you @apple.',apple,neutral
'I promise this iPhone been at 1\% battery for the last 3 hours. I see you @apple.',apple,neutral
'@Wisconsin_Mommy @apple that\'s terrible!  I hope you get an apology!',apple,negative
'@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.',apple,negative
'@APPLE freaks is Siri available for Iphone 4 yet?',apple,neutral
'#Iphone5 can you please make The battery last longer thanks @Apple',apple,neutral
'@chascouponmom @apple I get they are busy w/ the new phone but I just wanted to buy a stylus. they made me wait forever outside &amp; never',apple,negative
'Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.',apple,positive
'@apple @iphone Please deliver my daughter\'s i4s she is driving me nuts #iphone',apple,negative
'People like this really piss me off. http://t.co/qddw840n Re-uploaded @apple tv ad got 700k views on it as partner with ads. Flag the video',apple,neutral
'I\'m givin\' this stupid @apple reserve system 2days??????? If I cant get reservation I\'ll never buy any Apple products??????? (yup I hate contracts)',apple,negative
'@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint Sprint blames @apple I just want an honest answer.  #help',apple,negative
'Hey @apple next update can we get an emoji that\'s pointing the middle finger please?? Thanx!!',apple,neutral
'Hey @apple the SMS full message is complete shit. Yes I\'m annoyed.',apple,negative
'U know the @apple company are giving out 500 iPads because Steve jobs past away',apple,neutral
'hey @apple I hate my computer i need a #mack wanna send me a free one.',apple,positive
'Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..',apple,neutral
'Thank you @apple. My new gf(iphone4s) is great!  She does everything!',apple,positive
'#iCloud set up was flawless and works like a champ! To the Cloud @Apple',apple,positive
'@Wisconsin_Mommy @Apple I\'d totally email the company... I always get great service at our @Apple store!',apple,positive
'Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6',apple,negative
'After the new @apple iPhone update my apps are all a mess... Can\'t event tweet god... My draft is full of messages aghhhhhhhh',apple,negative
'@Apple your service experience is really fucking slipping (except for cute eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg',apple,negative
'RT @shanmoorthy: Next year is going to be really interesting in tech as @Google @Amazon @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH',apple,neutral
'Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won\'t letme restore it @apple SYM!!!!',apple,negative
'Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve',apple,neutral
'iPhone 4 S now RESERVATION only if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight',apple,neutral
'Ugh there are so many people here at the apple store.  @apple can you be more efficient? Please.',apple,negative
'@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say \'it\'s ours!\'',apple,negative
'@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter',apple,neutral
'What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.',apple,negative
'@FastCompany - The Great Tech War Of 2012: @Apple @Facebook @Google and @Amazon duking it out - http://t.co/HXsAlzPv via @ADerricks',apple,neutral
